,metric,score,algorithm,config_idx,execution_time,signal_idx
0,sss-precision,0.9804059921841077,MatrixProfile,0,18.97177219390869,0
1,sss-recall,0.7372126480761578,MatrixProfile,0,18.97177219390869,0
2,sss-fscore,0.8415927502722724,MatrixProfile,0,18.97177219390869,0
3,ss-precision,0.23793816631130063,MatrixProfile,0,18.97177219390869,0
4,ss-recall,0.16145130100082694,MatrixProfile,0,18.97177219390869,0
5,ss-fscore,0.13722055466305863,MatrixProfile,0,18.97177219390869,0
6,w-ss-precision,0.9259073378259711,MatrixProfile,0,18.97177219390869,0
7,w-ss-recall,0.37063679124960464,MatrixProfile,0,18.97177219390869,0
8,w-ss-fscore,0.5278430067383463,MatrixProfile,0,18.97177219390869,0
9,ses-precision_0.0,0.9972789115646259,MatrixProfile,0,18.97177219390869,0
10,ses-recall_0.0,0.8117386489479512,MatrixProfile,0,18.97177219390869,0
11,ses-fscore_0.0,0.894993894993895,MatrixProfile,0,18.97177219390869,0
12,ses-precision_0.01,0.9972789115646259,MatrixProfile,0,18.97177219390869,0
13,ses-recall_0.01,0.8117386489479512,MatrixProfile,0,18.97177219390869,0
14,ses-fscore_0.01,0.894993894993895,MatrixProfile,0,18.97177219390869,0
15,ses-precision_0.02,0.9972789115646259,MatrixProfile,0,18.97177219390869,0
16,ses-recall_0.02,0.8117386489479512,MatrixProfile,0,18.97177219390869,0
17,ses-fscore_0.02,0.894993894993895,MatrixProfile,0,18.97177219390869,0
18,ses-precision_0.03,0.9972789115646259,MatrixProfile,0,18.97177219390869,0
19,ses-recall_0.03,0.8117386489479512,MatrixProfile,0,18.97177219390869,0
20,ses-fscore_0.03,0.894993894993895,MatrixProfile,0,18.97177219390869,0
21,ses-precision_0.04,0.9972789115646259,MatrixProfile,0,18.97177219390869,0
22,ses-recall_0.04,0.8117386489479512,MatrixProfile,0,18.97177219390869,0
23,ses-fscore_0.04,0.894993894993895,MatrixProfile,0,18.97177219390869,0
24,ses-precision_0.05,0.9972789115646259,MatrixProfile,0,18.97177219390869,0
25,ses-recall_0.05,0.8117386489479512,MatrixProfile,0,18.97177219390869,0
26,ses-fscore_0.05,0.894993894993895,MatrixProfile,0,18.97177219390869,0
27,ses-precision_0.06,0.9972789115646259,MatrixProfile,0,18.97177219390869,0
28,ses-recall_0.06,0.8117386489479512,MatrixProfile,0,18.97177219390869,0
29,ses-fscore_0.06,0.894993894993895,MatrixProfile,0,18.97177219390869,0
30,ses-precision_0.07,0.9972789115646259,MatrixProfile,0,18.97177219390869,0
31,ses-recall_0.07,0.8117386489479512,MatrixProfile,0,18.97177219390869,0
32,ses-fscore_0.07,0.894993894993895,MatrixProfile,0,18.97177219390869,0
33,ses-precision_0.08,0.9959183673469387,MatrixProfile,0,18.97177219390869,0
34,ses-recall_0.08,0.8117386489479512,MatrixProfile,0,18.97177219390869,0
35,ses-fscore_0.08,0.8944455974614732,MatrixProfile,0,18.97177219390869,0
36,ses-precision_0.09,0.9959183673469387,MatrixProfile,0,18.97177219390869,0
37,ses-recall_0.09,0.8117386489479512,MatrixProfile,0,18.97177219390869,0
38,ses-fscore_0.09,0.8944455974614732,MatrixProfile,0,18.97177219390869,0
39,ses-precision_0.1,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
40,ses-recall_0.1,0.8117386489479512,MatrixProfile,0,18.97177219390869,0
41,ses-fscore_0.1,0.8938964739483237,MatrixProfile,0,18.97177219390869,0
42,ses-precision_0.11,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
43,ses-recall_0.11,0.8117386489479512,MatrixProfile,0,18.97177219390869,0
44,ses-fscore_0.11,0.8938964739483237,MatrixProfile,0,18.97177219390869,0
45,ses-precision_0.12,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
46,ses-recall_0.12,0.8117386489479512,MatrixProfile,0,18.97177219390869,0
47,ses-fscore_0.12,0.8938964739483237,MatrixProfile,0,18.97177219390869,0
48,ses-precision_0.13,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
49,ses-recall_0.13,0.8106312292358804,MatrixProfile,0,18.97177219390869,0
50,ses-fscore_0.13,0.8932245956767015,MatrixProfile,0,18.97177219390869,0
51,ses-precision_0.14,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
52,ses-recall_0.14,0.8106312292358804,MatrixProfile,0,18.97177219390869,0
53,ses-fscore_0.14,0.8932245956767015,MatrixProfile,0,18.97177219390869,0
54,ses-precision_0.15,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
55,ses-recall_0.15,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
56,ses-fscore_0.15,0.8925518925518926,MatrixProfile,0,18.97177219390869,0
57,ses-precision_0.16,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
58,ses-recall_0.16,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
59,ses-fscore_0.16,0.8925518925518926,MatrixProfile,0,18.97177219390869,0
60,ses-precision_0.17,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
61,ses-recall_0.17,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
62,ses-fscore_0.17,0.8925518925518926,MatrixProfile,0,18.97177219390869,0
63,ses-precision_0.18,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
64,ses-recall_0.18,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
65,ses-fscore_0.18,0.8925518925518926,MatrixProfile,0,18.97177219390869,0
66,ses-precision_0.19,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
67,ses-recall_0.19,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
68,ses-fscore_0.19,0.8925518925518926,MatrixProfile,0,18.97177219390869,0
69,ses-precision_0.2,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
70,ses-recall_0.2,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
71,ses-fscore_0.2,0.8925518925518926,MatrixProfile,0,18.97177219390869,0
72,ses-precision_0.21,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
73,ses-recall_0.21,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
74,ses-fscore_0.21,0.8925518925518926,MatrixProfile,0,18.97177219390869,0
75,ses-precision_0.22,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
76,ses-recall_0.22,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
77,ses-fscore_0.22,0.8925518925518926,MatrixProfile,0,18.97177219390869,0
78,ses-precision_0.23,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
79,ses-recall_0.23,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
80,ses-fscore_0.23,0.8925518925518926,MatrixProfile,0,18.97177219390869,0
81,ses-precision_0.24,0.9945578231292517,MatrixProfile,0,18.97177219390869,0
82,ses-recall_0.24,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
83,ses-fscore_0.24,0.8925518925518926,MatrixProfile,0,18.97177219390869,0
84,ses-precision_0.25,0.9931972789115646,MatrixProfile,0,18.97177219390869,0
85,ses-recall_0.25,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
86,ses-fscore_0.25,0.8920035938903863,MatrixProfile,0,18.97177219390869,0
87,ses-precision_0.26,0.9918367346938776,MatrixProfile,0,18.97177219390869,0
88,ses-recall_0.26,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
89,ses-fscore_0.26,0.8914544669831679,MatrixProfile,0,18.97177219390869,0
90,ses-precision_0.27,0.9918367346938776,MatrixProfile,0,18.97177219390869,0
91,ses-recall_0.27,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
92,ses-fscore_0.27,0.8914544669831679,MatrixProfile,0,18.97177219390869,0
93,ses-precision_0.28,0.9918367346938776,MatrixProfile,0,18.97177219390869,0
94,ses-recall_0.28,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
95,ses-fscore_0.28,0.8914544669831679,MatrixProfile,0,18.97177219390869,0
96,ses-precision_0.29,0.9918367346938776,MatrixProfile,0,18.97177219390869,0
97,ses-recall_0.29,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
98,ses-fscore_0.29,0.8914544669831679,MatrixProfile,0,18.97177219390869,0
99,ses-precision_0.3,0.9918367346938776,MatrixProfile,0,18.97177219390869,0
100,ses-recall_0.3,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
101,ses-fscore_0.3,0.8914544669831679,MatrixProfile,0,18.97177219390869,0
102,ses-precision_0.31,0.9904761904761905,MatrixProfile,0,18.97177219390869,0
103,ses-recall_0.31,0.8095238095238095,MatrixProfile,0,18.97177219390869,0
104,ses-fscore_0.31,0.890904509952129,MatrixProfile,0,18.97177219390869,0
105,ses-precision_0.32,0.9904761904761905,MatrixProfile,0,18.97177219390869,0
106,ses-recall_0.32,0.8084163898117387,MatrixProfile,0,18.97177219390869,0
107,ses-fscore_0.32,0.8902334634912817,MatrixProfile,0,18.97177219390869,0
108,ses-precision_0.33,0.9850340136054422,MatrixProfile,0,18.97177219390869,0
109,ses-recall_0.33,0.8084163898117387,MatrixProfile,0,18.97177219390869,0
110,ses-fscore_0.33,0.8880286174665343,MatrixProfile,0,18.97177219390869,0
111,ses-precision_0.34,0.9850340136054422,MatrixProfile,0,18.97177219390869,0
112,ses-recall_0.34,0.8073089700996677,MatrixProfile,0,18.97177219390869,0
113,ses-fscore_0.34,0.8873600669812296,MatrixProfile,0,18.97177219390869,0
114,ses-precision_0.35,0.9850340136054422,MatrixProfile,0,18.97177219390869,0
115,ses-recall_0.35,0.8062015503875969,MatrixProfile,0,18.97177219390869,0
116,ses-fscore_0.35,0.8866906898419652,MatrixProfile,0,18.97177219390869,0
117,ses-precision_0.36,0.9850340136054422,MatrixProfile,0,18.97177219390869,0
118,ses-recall_0.36,0.805094130675526,MatrixProfile,0,18.97177219390869,0
119,ses-fscore_0.36,0.8860204845145723,MatrixProfile,0,18.97177219390869,0
120,ses-precision_0.37,0.9850340136054422,MatrixProfile,0,18.97177219390869,0
121,ses-recall_0.37,0.8039867109634552,MatrixProfile,0,18.97177219390869,0
122,ses-fscore_0.37,0.8853494494610833,MatrixProfile,0,18.97177219390869,0
123,ses-precision_0.38,0.9850340136054422,MatrixProfile,0,18.97177219390869,0
124,ses-recall_0.38,0.8039867109634552,MatrixProfile,0,18.97177219390869,0
125,ses-fscore_0.38,0.8853494494610833,MatrixProfile,0,18.97177219390869,0
126,ses-precision_0.39,0.9850340136054422,MatrixProfile,0,18.97177219390869,0
127,ses-recall_0.39,0.8028792912513842,MatrixProfile,0,18.97177219390869,0
128,ses-fscore_0.39,0.8846775831397204,MatrixProfile,0,18.97177219390869,0
129,ses-precision_0.4,0.9836734693877551,MatrixProfile,0,18.97177219390869,0
130,ses-recall_0.4,0.8006644518272426,MatrixProfile,0,18.97177219390869,0
131,ses-fscore_0.4,0.8827838827838828,MatrixProfile,0,18.97177219390869,0
132,ses-precision_0.41,0.9836734693877551,MatrixProfile,0,18.97177219390869,0
133,ses-recall_0.41,0.7984496124031008,MatrixProfile,0,18.97177219390869,0
134,ses-fscore_0.41,0.8814359775584121,MatrixProfile,0,18.97177219390869,0
135,ses-precision_0.42,0.9823129251700681,MatrixProfile,0,18.97177219390869,0
136,ses-recall_0.42,0.7940199335548173,MatrixProfile,0,18.97177219390869,0
137,ses-fscore_0.42,0.8781868102507208,MatrixProfile,0,18.97177219390869,0
138,ses-precision_0.43,0.9823129251700681,MatrixProfile,0,18.97177219390869,0
139,ses-recall_0.43,0.7884828349944629,MatrixProfile,0,18.97177219390869,0
140,ses-fscore_0.43,0.8747896256740914,MatrixProfile,0,18.97177219390869,0
141,ses-precision_0.44,0.9823129251700681,MatrixProfile,0,18.97177219390869,0
142,ses-recall_0.44,0.7829457364341085,MatrixProfile,0,18.97177219390869,0
143,ses-fscore_0.44,0.8713711291546425,MatrixProfile,0,18.97177219390869,0
144,ses-precision_0.45,0.9823129251700681,MatrixProfile,0,18.97177219390869,0
145,ses-recall_0.45,0.778516057585825,MatrixProfile,0,18.97177219390869,0
146,ses-fscore_0.45,0.8686208522330064,MatrixProfile,0,18.97177219390869,0
147,ses-precision_0.46,0.9795918367346939,MatrixProfile,0,18.97177219390869,0
148,ses-recall_0.46,0.7729789590254706,MatrixProfile,0,18.97177219390869,0
149,ses-fscore_0.46,0.8641064658396307,MatrixProfile,0,18.97177219390869,0
150,ses-precision_0.47,0.9795918367346939,MatrixProfile,0,18.97177219390869,0
151,ses-recall_0.47,0.7619047619047619,MatrixProfile,0,18.97177219390869,0
152,ses-fscore_0.47,0.8571428571428572,MatrixProfile,0,18.97177219390869,0
153,ses-precision_0.48,0.9755102040816327,MatrixProfile,0,18.97177219390869,0
154,ses-recall_0.48,0.7452934662236987,MatrixProfile,0,18.97177219390869,0
